date,team,opponent,runs_for,runs_against,win
2024-06-23,TEX,KCR,0,4,FALSE
2024-06-23,COL,WSN,3,1,TRUE
2024-06-23,OAK,MIN,5,0,TRUE
2024-06-23,SDP,MIL,4,3,TRUE
2024-06-24,BAL,CLE,4,1,TRUE
2024-06-24,DET,PHI,0,0,FALSE
2024-06-24,TBR,SEA,1,4,FALSE
2024-06-24,CIN,PIT,1,4,FALSE
2024-06-24,BOS,TOR,4,5,FALSE
2024-06-24,STL,ATL,0,7,FALSE
2024-06-24,CHW,LAD,2,7,FALSE
2024-06-24,KCR,MIA,4,0,TRUE
2024-06-24,MIL,TEX,3,6,FALSE
2024-06-24,LAA,OAK,5,2,TRUE
2024-06-24,SDP,WSN,0,1,FALSE
2024-06-24,SFG,CHC,2,0,TRUE
2024-06-25,BAL,CLE,3,2,TRUE
2024-06-25,DET,PHI,4,0,TRUE
2024-06-25,TBR,SEA,6,2,TRUE
2024-06-25,CIN,PIT,2,0,TRUE
2024-06-25,BOS,TOR,5,5,FALSE
2024-06-25,NYM,NYY,3,6,FALSE
2024-06-25,STL,ATL,1,1,FALSE
2024-06-25,HOU,COL,1,1,FALSE
2024-06-25,CHW,LAD,6,0,TRUE
2024-06-25,KCR,MIA,9,0,TRUE
2024-06-25,MIL,TEX,6,2,TRUE
2024-06-25,LAA,OAK,3,2,TRUE
2024-06-25,SDP,WSN,0,3,FALSE
2024-06-25,ARI,MIN,1,2,FALSE
2024-06-25,SFG,CHC,9,3,TRUE
2024-06-26,TBR,SEA,3,4,FALSE
2024-06-26,CIN,PIT,10,1,TRUE
2024-06-26,DET,PHI,13,3,TRUE
2024-06-26,HOU,COL,0,5,FALSE
2024-06-26,KCR,MIA,4,10,FALSE
2024-06-26,MIL,TEX,0,1,FALSE
2024-06-26,LAA,OAK,4,4,FALSE
2024-06-26,SDP,WSN,3,1,TRUE
2024-06-26,BAL,CLE,4,0,TRUE
2024-06-26,BOS,TOR,5,4,TRUE
2024-06-26,NYM,NYY,0,11,FALSE
2024-06-26,STL,ATL,3,7,FALSE
2024-06-26,CHW,LAD,0,7,FALSE
2024-06-26,ARI,MIN,6,7,FALSE
2024-06-26,SFG,CHC,0,2,FALSE
2024-06-27,ARI,MIN,1,3,FALSE
2024-06-27,SFG,CHC,1,7,FALSE
2024-06-27,PHI,MIA,6,1,TRUE
2024-06-27,BAL,TEX,3,2,TRUE
2024-06-27,TOR,NYY,6,7,FALSE
2024-06-27,STL,CIN,3,6,FALSE
2024-06-27,KCR,CLE,7,5,TRUE
2024-06-27,LAA,DET,1,0,TRUE
2024-06-28,PHI,MIA,6,2,TRUE
2024-06-28,TBR,WSN,0,2,FALSE
2024-06-28,BAL,TEX,4,5,FALSE
2024-06-28,TOR,NYY,1,3,FALSE
2024-06-28,NYM,HOU,10,5,TRUE
2024-06-28,BOS,SDP,5,3,TRUE
2024-06-28,CHW,COL,1,1,FALSE
2024-06-28,ATL,PIT,0,0,FALSE
2024-06-28,KCR,CLE,0,4,FALSE
2024-06-28,MIL,CHC,6,8,FALSE
2024-06-28,STL,CIN,0,6,FALSE
2024-06-28,LAA,DET,1,2,FALSE
2024-06-28,ARI,OAK,3,3,FALSE
2024-06-28,SEA,MIN,3,4,FALSE
2024-06-28,SFG,LAD,2,9,FALSE
2024-06-29,CHW,COL,2,4,FALSE
2024-06-29,STL,CIN,7,1,TRUE
2024-06-29,TOR,NYY,2,1,TRUE
2024-06-29,PHI,MIA,2,4,FALSE
2024-06-29,KCR,CLE,2,0,TRUE
2024-06-29,NYM,HOU,5,3,TRUE
2024-06-29,ARI,OAK,4,3,TRUE
2024-06-29,BOS,SDP,2,9,FALSE
2024-06-29,TBR,WSN,7,0,TRUE
2024-06-29,ATL,PIT,4,1,TRUE
2024-06-29,MIL,CHC,1,3,FALSE
2024-06-29,SFG,LAD,6,1,TRUE
2024-06-29,BAL,TEX,6,1,TRUE
2024-06-29,LAA,DET,5,2,TRUE
2024-06-29,SEA,MIN,1,2,FALSE
2024-06-30,BOS,SDP,13,4,TRUE
2024-06-30,BAL,TEX,1,3,FALSE
2024-06-30,ATL,PIT,1,1,FALSE
2024-06-30,PHI,MIA,6,1,TRUE
2024-06-30,TOR,NYY,3,0,TRUE
2024-06-30,NYM,HOU,1,2,FALSE
2024-06-30,TBR,WSN,6,4,TRUE
2024-06-30,KCR,CLE,5,0,TRUE
2024-06-30,CHW,COL,2,4,FALSE
2024-06-30,MIL,CHC,2,11,FALSE
2024-06-30,STL,CIN,4,5,FALSE
2024-06-30,SFG,LAD,6,3,TRUE
2024-06-30,LAA,DET,9,1,TRUE
2024-06-30,ARI,OAK,4,0,TRUE
2024-06-30,SEA,MIN,3,6,FALSE
2024-07-01,TOR,HOU,3,5,FALSE
2024-07-01,WSN,NYM,3,2,TRUE
2024-07-01,COL,MIL,4,3,TRUE
2024-07-02,PIT,STL,3,5,FALSE
2024-07-02,CLE,CHW,0,4,FALSE
2024-07-02,MIA,BOS,5,3,TRUE
2024-07-02,WSN,NYM,2,7,FALSE
2024-07-02,NYY,CIN,0,4,FALSE
2024-07-02,TOR,HOU,7,1,TRUE
2024-07-02,ATL,SFG,4,1,TRUE
2024-07-02,MIN,DET,0,4,FALSE
2024-07-02,TEX,SDP,10,1,TRUE
2024-07-02,CHC,PHI,10,8,TRUE
2024-07-02,KCR,TBR,4,9,FALSE
2024-07-02,COL,MIL,0,1,FALSE
2024-07-02,OAK,LAA,4,1,TRUE
2024-07-02,SEA,BAL,2,1,TRUE
2024-07-02,LAD,ARI,2,5,FALSE
2024-07-03,PIT,STL,13,12,TRUE
2024-07-03,CLE,CHW,6,3,TRUE
2024-07-03,MIA,BOS,3,5,FALSE
2024-07-03,WSN,NYM,3,3,FALSE
2024-07-03,NYY,CIN,10,1,TRUE
2024-07-03,TOR,HOU,2,6,FALSE
2024-07-03,ATL,SFG,2,0,TRUE
2024-07-03,TEX,SDP,0,5,FALSE
2024-07-03,CHC,PHI,1,2,FALSE
2024-07-03,KCR,TBR,2,1,TRUE
2024-07-03,MIN,DET,0,2,FALSE
2024-07-03,COL,MIL,8,0,TRUE
2024-07-03,OAK,LAA,6,1,TRUE
2024-07-03,LAD,ARI,2,1,TRUE
2024-07-03,SEA,BAL,1,2,FALSE
2024-07-04,WSN,NYM,0,1,FALSE
2024-07-04,PIT,STL,5,3,TRUE
2024-07-04,NYY,CIN,4,2,TRUE
2024-07-04,TOR,HOU,3,2,TRUE
2024-07-04,CLE,CHW,3,4,FALSE
2024-07-04,MIA,BOS,2,10,FALSE
2024-07-04,MIN,DET,0,5,FALSE
2024-07-04,CHC,PHI,0,11,FALSE
2024-07-04,TEX,SDP,3,6,FALSE
2024-07-04,OAK,LAA,5,3,TRUE
2024-07-04,SEA,BAL,2,2,FALSE
2024-07-04,ATL,SFG,5,0,TRUE
2024-07-04,KCR,TBR,3,3,FALSE
2024-07-04,COL,MIL,5,7,FALSE
2024-07-04,LAD,ARI,14,6,TRUE
2024-07-05,CHC,LAA,3,4,FALSE
2024-07-05,PIT,NYM,3,8,FALSE
2024-07-05,WSN,STL,4,4,FALSE
2024-07-05,NYY,BOS,7,5,TRUE
2024-07-05,CIN,DET,6,4,TRUE
2024-07-05,CLE,SFG,1,1,FALSE
2024-07-05,MIA,CHW,3,2,TRUE
2024-07-05,ATL,PHI,6,2,TRUE
2024-07-05,TEX,TBR,5,1,TRUE
2024-07-05,COL,KCR,6,2,TRUE
2024-07-05,MIN,HOU,3,8,FALSE
2024-07-05,OAK,BAL,2,6,FALSE
2024-07-05,SDP,ARI,7,5,TRUE
2024-07-05,SEA,TOR,3,0,TRUE
2024-07-05,LAD,MIL,4,3,TRUE
2024-07-06,NYY,BOS,15,3,TRUE
2024-07-06,MIN,HOU,3,2,TRUE
2024-07-06,CHC,LAA,4,1,TRUE
2024-07-06,PIT,NYM,2,0,TRUE
2024-07-06,WSN,STL,6,4,TRUE
2024-07-06,TEX,TBR,7,4,TRUE
2024-07-06,OAK,BAL,0,10,FALSE
2024-07-06,CIN,DET,3,3,FALSE
2024-07-06,CLE,SFG,1,4,FALSE
2024-07-06,SEA,TOR,9,3,TRUE
2024-07-06,MIA,CHW,2,1,TRUE
2024-07-06,ATL,PHI,2,1,TRUE
2024-07-06,LAD,MIL,0,3,FALSE
2024-07-06,COL,KCR,7,5,TRUE
2024-07-06,SDP,ARI,1,4,FALSE
2024-07-07,PIT,NYM,8,7,TRUE
2024-07-07,WSN,STL,2,3,FALSE
2024-07-07,ATL,PHI,6,6,FALSE
2024-07-07,NYY,BOS,1,8,FALSE
2024-07-07,CIN,DET,5,1,TRUE
2024-07-07,CLE,SFG,5,7,FALSE
2024-07-07,MIA,CHW,3,0,TRUE
2024-07-07,MIN,HOU,4,7,FALSE
2024-07-07,CHC,LAA,5,4,TRUE
2024-07-07,TEX,TBR,7,2,TRUE
2024-07-07,COL,KCR,1,7,FALSE
2024-07-07,OAK,BAL,5,4,TRUE
2024-07-07,SDP,ARI,7,4,TRUE
2024-07-07,SEA,TOR,3,3,FALSE
2024-07-07,LAD,MIL,10,4,TRUE
2024-07-08,PIT,NYM,1,7,FALSE
2024-07-08,WSN,STL,4,1,TRUE
2024-07-08,DET,CLE,3,2,TRUE
2024-07-08,CIN,COL,2,1,TRUE
2024-07-08,CHW,MIN,5,4,TRUE
2024-07-08,LAA,TEX,6,5,TRUE
2024-07-08,ARI,ATL,1,6,FALSE
2024-07-09,BAL,CHC,3,10,FALSE
2024-07-09,DET,CLE,0,5,FALSE
2024-07-09,PHI,LAD,2,1,TRUE
2024-07-09,TBR,NYY,0,5,FALSE
2024-07-09,CIN,COL,2,0,TRUE
2024-07-09,NYM,WSN,15,3,TRUE
2024-07-09,BOS,OAK,2,2,FALSE
2024-07-09,STL,KCR,2,0,TRUE
2024-07-09,CHW,MIN,2,0,TRUE
2024-07-09,HOU,MIA,8,3,TRUE
2024-07-09,MIL,PIT,6,0,TRUE
2024-07-09,LAA,TEX,4,3,TRUE
2024-07-09,SDP,SEA,3,2,TRUE
2024-07-09,ARI,ATL,10,4,TRUE
2024-07-09,SFG,TOR,7,7,FALSE
2024-07-10,CHW,MIN,5,0,TRUE
2024-07-10,BAL,CHC,7,0,TRUE
2024-07-10,DET,CLE,1,2,FALSE
2024-07-10,SDP,SEA,2,0,TRUE
2024-07-10,TBR,NYY,4,3,TRUE
2024-07-10,PHI,LAD,6,3,TRUE
2024-07-10,CIN,COL,7,3,TRUE
2024-07-10,NYM,WSN,1,9,FALSE
2024-07-10,BOS,OAK,4,2,TRUE
2024-07-10,STL,KCR,6,9,FALSE
2024-07-10,HOU,MIA,6,2,TRUE
2024-07-10,MIL,PIT,2,1,TRUE
2024-07-10,LAA,TEX,3,7,FALSE
2024-07-10,ARI,ATL,9,3,TRUE
2024-07-10,SFG,TOR,5,2,TRUE
2024-07-11,CIN,COL,5,4,TRUE
2024-07-11,DET,CLE,1,4,FALSE
2024-07-11,NYM,WSN,0,2,FALSE
2024-07-11,MIL,PIT,0,0,FALSE
2024-07-11,SFG,TOR,2,0,TRUE
2024-07-11,PHI,LAD,3,9,FALSE
2024-07-11,BAL,CHC,4,9,FALSE
2024-07-11,TBR,NYY,3,6,FALSE
2024-07-11,BOS,OAK,2,3,FALSE
2024-07-11,HOU,MIA,7,5,TRUE
2024-07-11,LAA,SEA,5,2,TRUE
2024-07-11,ARI,ATL,6,2,TRUE
2024-07-12,DET,LAD,0,2,FALSE
2024-07-12,PHI,OAK,8,5,TRUE
2024-07-12,TBR,CLE,6,2,TRUE
2024-07-12,BAL,NYY,2,4,FALSE
2024-07-12,BOS,KCR,1,4,FALSE
2024-07-12,NYM,COL,4,0,TRUE
2024-07-12,CIN,MIA,6,6,FALSE
2024-07-12,HOU,TEX,3,5,FALSE
2024-07-12,CHW,PIT,7,5,TRUE
2024-07-12,MIL,WSN,2,0,TRUE
2024-07-12,STL,CHC,4,1,TRUE
2024-07-12,LAA,SEA,1,5,FALSE
2024-07-12,ARI,TOR,7,3,TRUE
2024-07-12,SDP,ATL,1,3,FALSE
2024-07-12,SFG,MIN,1,7,FALSE
2024-07-13,DET,LAD,6,4,TRUE
2024-07-13,CHW,PIT,2,2,FALSE
2024-07-13,STL,CHC,6,6,FALSE
2024-07-13,PHI,OAK,5,5,FALSE
2024-07-13,BAL,NYY,8,5,TRUE
2024-07-13,BOS,KCR,9,7,TRUE
2024-07-13,NYM,COL,2,3,FALSE
2024-07-13,TBR,CLE,5,4,TRUE
2024-07-13,HOU,TEX,1,1,FALSE
2024-07-13,CIN,MIA,3,4,FALSE
2024-07-13,MIL,WSN,4,0,TRUE
2024-07-13,SFG,MIN,2,2,FALSE
2024-07-13,SDP,ATL,6,7,FALSE
2024-07-13,LAA,SEA,1,4,FALSE
2024-07-13,ARI,TOR,7,5,TRUE
2024-07-14,BOS,KCR,3,2,TRUE
2024-07-14,PHI,OAK,8,2,TRUE
2024-07-14,BAL,NYY,4,2,TRUE
2024-07-14,DET,LAD,1,1,FALSE
2024-07-14,NYM,COL,13,6,TRUE
2024-07-14,TBR,CLE,1,7,FALSE
2024-07-14,CIN,MIA,5,4,TRUE
2024-07-14,HOU,TEX,0,4,FALSE
2024-07-14,CHW,PIT,6,11,FALSE
2024-07-14,MIL,WSN,7,5,TRUE
2024-07-14,STL,CHC,0,9,FALSE
2024-07-14,SFG,MIN,1,3,FALSE
2024-07-14,LAA,SEA,1,4,FALSE
2024-07-14,ARI,TOR,2,5,FALSE
2024-07-14,SDP,ATL,3,4,FALSE
2024-07-19,CHC,ARI,7,0,TRUE
2024-07-19,PIT,PHI,3,8,FALSE
2024-07-19,WSN,CIN,7,4,TRUE
2024-07-19,NYY,TBR,12,7,TRUE
2024-07-19,TOR,DET,0,5,FALSE
2024-07-19,CLE,SDP,5,5,FALSE
2024-07-19,MIA,NYM,5,5,FALSE
2024-07-19,ATL,STL,2,0,TRUE
2024-07-19,TEX,BAL,4,8,FALSE
2024-07-19,KCR,CHW,5,6,FALSE
2024-07-19,COL,SFG,5,5,FALSE
2024-07-19,OAK,LAA,1,0,TRUE
2024-07-19,LAD,BOS,4,5,FALSE
2024-07-19,SEA,HOU,1,4,FALSE
2024-07-20,NYY,TBR,2,0,TRUE
2024-07-20,TOR,DET,1,4,FALSE
2024-07-20,OAK,LAA,1,5,FALSE
2024-07-20,MIA,NYM,6,9,FALSE
2024-07-20,PIT,PHI,10,1,TRUE
2024-07-20,WSN,CIN,0,2,FALSE
2024-07-20,TEX,BAL,4,1,TRUE
2024-07-20,CLE,SDP,7,2,TRUE
2024-07-20,KCR,CHW,9,4,TRUE
2024-07-20,MIN,MIL,2,5,FALSE
2024-07-20,CHC,ARI,1,7,FALSE
2024-07-20,LAD,BOS,7,6,TRUE
2024-07-20,ATL,STL,2,0,TRUE
2024-07-20,COL,SFG,5,0,TRUE
2024-07-20,SEA,HOU,0,0,FALSE
2024-07-21,WSN,CIN,1,6,FALSE
2024-07-21,PIT,PHI,4,0,TRUE
2024-07-21,ATL,STL,1,3,FALSE
2024-07-21,NYY,TBR,6,5,TRUE
2024-07-21,TOR,DET,10,11,FALSE
2024-07-21,CLE,SDP,1,2,FALSE
2024-07-21,MIA,NYM,2,4,FALSE
2024-07-21,KCR,CHW,5,0,TRUE
2024-07-21,MIN,MIL,2,5,FALSE
2024-07-21,CHC,ARI,3,2,TRUE
2024-07-21,TEX,BAL,0,7,FALSE
2024-07-21,COL,SFG,0,12,FALSE
2024-07-21,OAK,LAA,0,4,FALSE
2024-07-21,LAD,BOS,15,0,TRUE
2024-07-21,SEA,HOU,4,1,TRUE
2024-07-22,NYY,TBR,2,1,TRUE
2024-07-22,CLE,DET,4,4,FALSE
2024-07-22,PIT,STL,4,2,TRUE
2024-07-22,MIA,NYM,1,3,FALSE
2024-07-22,ATL,CIN,6,0,TRUE
2024-07-22,MIN,PHI,0,0,FALSE
2024-07-22,TEX,CHW,10,8,TRUE
2024-07-22,CHC,MIL,1,3,FALSE
2024-07-22,KCR,ARI,6,1,TRUE
2024-07-22,COL,BOS,9,8,TRUE
2024-07-22,OAK,HOU,1,7,FALSE
2024-07-22,SEA,LAA,4,0,TRUE
2024-07-22,LAD,SFG,9,1,TRUE
2024-07-23,CLE,DET,0,5,FALSE
2024-07-23,PIT,STL,2,1,TRUE
2024-07-23,MIA,BAL,3,1,TRUE
2024-07-23,WSN,SDP,2,2,FALSE
2024-07-23,NYY,NYM,4,1,TRUE
2024-07-23,TOR,TBR,3,4,FALSE
2024-07-23,ATL,CIN,3,9,FALSE
2024-07-23,MIN,PHI,4,1,TRUE
2024-07-23,TEX,CHW,9,3,TRUE
2024-07-23,CHC,MIL,5,0,TRUE
2024-07-23,KCR,ARI,1,9,FALSE
2024-07-23,COL,BOS,8,10,FALSE
2024-07-23,OAK,HOU,3,1,TRUE
2024-07-23,SEA,LAA,7,3,TRUE
2024-07-23,LAD,SFG,4,1,TRUE
2024-07-24,ATL,CIN,2,0,TRUE
2024-07-24,PIT,STL,1,1,FALSE
2024-07-24,MIN,PHI,5,4,TRUE
2024-07-24,CHC,MIL,3,0,TRUE
2024-07-24,COL,BOS,0,0,FALSE
2024-07-24,OAK,HOU,1,5,FALSE
2024-07-24,SEA,LAA,1,5,FALSE
2024-07-24,CLE,DET,5,2,TRUE
2024-07-24,MIA,BAL,3,3,FALSE
2024-07-24,WSN,SDP,5,7,FALSE
2024-07-24,NYY,NYM,3,5,FALSE
2024-07-24,TOR,TBR,4,0,TRUE
2024-07-24,TEX,CHW,3,5,FALSE
2024-07-24,KCR,ARI,2,5,FALSE
2024-07-24,LAD,SFG,4,1,TRUE
2024-07-25,WSN,SDP,3,4,FALSE
2024-07-25,MIA,BAL,4,2,TRUE
2024-07-25,CLE,DET,0,8,FALSE
2024-07-25,TEX,CHW,1,4,FALSE
2024-07-25,TOR,TBR,5,0,TRUE
2024-07-25,LAD,SFG,0,0,FALSE
2024-07-25,NYM,ATL,5,2,TRUE
2024-07-25,LAA,OAK,1,2,FALSE
2024-07-26,DET,MIN,0,6,FALSE
2024-07-26,PHI,CLE,4,2,TRUE
2024-07-26,TBR,CIN,7,1,TRUE
2024-07-26,BAL,SDP,1,3,FALSE
2024-07-26,TOR,TEX,3,2,TRUE
2024-07-26,NYM,ATL,6,3,TRUE
2024-07-26,BOS,NYY,6,1,TRUE
2024-07-26,KCR,CHC,3,2,TRUE
2024-07-26,HOU,LAD,1,6,FALSE
2024-07-26,CHW,SEA,2,0,TRUE
2024-07-26,MIL,MIA,6,10,FALSE
2024-07-26,STL,WSN,2,5,FALSE
2024-07-26,LAA,OAK,5,8,FALSE
2024-07-26,ARI,PIT,7,3,TRUE
2024-07-26,SFG,COL,2,8,FALSE
2024-07-27,TOR,TEX,9,0,TRUE
2024-07-27,BAL,SDP,4,2,TRUE
2024-07-27,TBR,CIN,1,7,FALSE
2024-07-27,NYM,ATL,5,2,TRUE
2024-07-27,PHI,CLE,2,4,FALSE
2024-07-27,DET,MIN,5,6,FALSE
2024-07-27,SFG,COL,3,1,TRUE
2024-07-27,SFG,COL,8,1,TRUE
2024-07-27,KCR,CHC,0,6,FALSE
2024-07-27,HOU,LAD,3,1,TRUE
2024-07-27,MIL,MIA,4,4,FALSE
2024-07-27,STL,WSN,3,2,TRUE
2024-07-27,CHW,SEA,1,1,FALSE
2024-07-27,BOS,NYY,2,4,FALSE
2024-07-27,ARI,PIT,3,1,TRUE
2024-07-27,LAA,OAK,1,1,FALSE
2024-07-28,BAL,SDP,11,0,TRUE
2024-07-28,PHI,CLE,5,4,TRUE
2024-07-28,BOS,NYY,7,8,FALSE
2024-07-28,TOR,TEX,5,3,TRUE
2024-07-28,TBR,CIN,6,1,TRUE
2024-07-28,DET,MIN,2,2,FALSE
2024-07-28,NYM,ATL,6,3,TRUE
2024-07-28,KCR,CHC,2,2,FALSE
2024-07-28,HOU,LAD,4,9,FALSE
2024-07-28,CHW,SEA,1,0,TRUE
2024-07-28,MIL,MIA,4,2,TRUE
2024-07-28,STL,WSN,4,4,FALSE
2024-07-28,SFG,COL,5,5,FALSE
2024-07-28,LAA,OAK,5,2,TRUE
2024-07-28,ARI,PIT,6,2,TRUE
2024-07-29,BAL,TOR,1,3,FALSE
2024-07-29,DET,CLE,8,3,TRUE
2024-07-29,PHI,NYY,2,12,FALSE
2024-07-29,CIN,CHC,6,1,TRUE
2024-07-29,BOS,SEA,4,1,TRUE
2024-07-29,NYM,MIN,3,8,FALSE
2024-07-29,STL,TEX,2,16,FALSE
2024-07-29,HOU,PIT,2,2,FALSE
2024-07-29,CHW,KCR,6,8,FALSE
2024-07-29,MIL,ATL,9,2,TRUE
2024-07-29,ARI,WSN,13,2,TRUE
2024-07-30,DET,CLE,4,1,TRUE
2024-07-30,BAL,TOR,1,0,TRUE
2024-07-30,PHI,NYY,1,0,TRUE
2024-07-30,TBR,MIA,3,1,TRUE
2024-07-30,CIN,CHC,5,6,FALSE
2024-07-30,BOS,SEA,4,3,TRUE
2024-07-30,NYM,MIN,0,4,FALSE
2024-07-30,STL,TEX,1,1,FALSE
2024-07-30,HOU,PIT,5,2,TRUE
2024-07-30,CHW,KCR,3,5,FALSE
2024-07-30,MIL,ATL,5,5,FALSE
2024-07-30,LAA,COL,6,2,TRUE
2024-07-30,ARI,WSN,3,4,FALSE
2024-07-30,SDP,LAD,6,5,TRUE
2024-07-30,SFG,OAK,3,1,TRUE
2024-07-31,TBR,MIA,11,2,TRUE
2024-07-31,BAL,TOR,3,4,FALSE
2024-07-31,PHI,NYY,2,12,FALSE
2024-07-31,NYM,MIN,2,0,TRUE
2024-07-31,CHW,KCR,1,1,FALSE
2024-07-31,MIL,ATL,2,6,FALSE
2024-07-31,STL,TEX,0,0,FALSE
2024-07-31,ARI,WSN,2,8,FALSE
2024-07-31,BOS,SEA,5,3,TRUE
2024-07-31,CIN,CHC,4,0,TRUE
2024-07-31,HOU,PIT,1,3,FALSE
2024-07-31,SDP,LAD,2,4,FALSE
2024-07-31,LAA,COL,4,5,FALSE
2024-07-31,SFG,OAK,3,4,FALSE
2024-08-01,CLE,BAL,7,2,TRUE
2024-08-01,DET,KCR,0,4,FALSE
2024-08-01,ATL,MIA,1,2,FALSE
2024-08-01,CHC,STL,2,0,TRUE
2024-08-01,LAA,COL,0,6,FALSE
2024-08-02,CHC,STL,1,2,FALSE
2024-08-02,DET,KCR,3,4,FALSE
2024-08-02,PIT,ARI,7,6,TRUE
2024-08-02,WSN,MIL,1,0,TRUE
2024-08-02,NYY,TOR,2,1,TRUE
2024-08-02,CLE,BAL,0,16,FALSE
2024-08-02,CIN,SFG,9,0,TRUE
2024-08-02,ATL,MIA,6,5,TRUE
2024-08-02,TEX,BOS,2,2,FALSE
2024-08-02,HOU,TBR,3,2,TRUE
2024-08-02,MIN,CHW,1,0,TRUE
2024-08-02,LAA,NYM,3,6,FALSE
2024-08-02,OAK,LAD,3,2,TRUE
2024-08-02,SDP,COL,4,7,FALSE
2024-08-02,SEA,PHI,3,0,TRUE
2024-08-03,NYY,TOR,3,3,FALSE
2024-08-03,CHC,STL,4,10,FALSE
2024-08-03,WSN,MIL,7,6,TRUE
2024-08-03,DET,KCR,2,0,TRUE
2024-08-03,PIT,ARI,4,10,FALSE
2024-08-03,TEX,BOS,6,3,TRUE
2024-08-03,MIN,CHW,7,4,TRUE
2024-08-03,CLE,BAL,4,1,TRUE
2024-08-03,CIN,SFG,1,4,FALSE
2024-08-03,HOU,TBR,2,6,FALSE
2024-08-03,ATL,MIA,3,6,FALSE
2024-08-03,SDP,COL,2,2,FALSE
2024-08-03,OAK,LAD,3,3,FALSE
2024-08-03,LAA,NYM,3,1,TRUE
2024-08-03,SEA,PHI,5,6,FALSE
2024-08-04,PIT,ARI,3,1,TRUE
2024-08-04,ATL,MIA,3,2,TRUE
2024-08-04,NYY,TOR,0,1,FALSE
2024-08-04,WSN,MIL,0,2,FALSE
2024-08-04,CLE,BAL,6,1,TRUE
2024-08-04,DET,KCR,5,4,TRUE
2024-08-04,CIN,SFG,5,3,TRUE
2024-08-04,HOU,TBR,2,1,TRUE
2024-08-04,MIN,CHW,7,3,TRUE
2024-08-04,CHC,STL,1,1,FALSE
2024-08-04,TEX,BOS,0,5,FALSE
2024-08-04,LAA,NYM,0,7,FALSE
2024-08-04,OAK,LAD,2,3,FALSE
2024-08-04,SDP,COL,4,1,TRUE
2024-08-04,SEA,PHI,3,4,FALSE
2024-08-05,CLE,ARI,2,5,FALSE
2024-08-05,MIA,CIN,4,9,FALSE
2024-08-05,WSN,SFG,3,1,TRUE
2024-08-05,TEX,HOU,7,4,TRUE
2024-08-05,CHC,MIN,4,0,TRUE
2024-08-05,KCR,BOS,5,1,TRUE
2024-08-05,OAK,CHW,5,3,TRUE
2024-08-05,LAD,PHI,3,10,FALSE
2024-08-06,CLE,ARI,7,3,TRUE
2024-08-06,PIT,SDP,1,1,FALSE
2024-08-06,MIA,CIN,1,0,TRUE
2024-08-06,WSN,SFG,4,4,FALSE
2024-08-06,NYY,LAA,3,4,FALSE
2024-08-06,TOR,BAL,2,4,FALSE
2024-08-06,ATL,MIL,5,5,FALSE
2024-08-06,STL,TBR,4,1,TRUE
2024-08-06,TEX,HOU,0,4,FALSE
2024-08-06,CHC,MIN,2,7,FALSE
2024-08-06,KCR,BOS,4,2,TRUE
2024-08-06,COL,NYM,3,2,TRUE
2024-08-06,SEA,DET,0,1,FALSE
2024-08-06,OAK,CHW,3,4,FALSE
2024-08-06,LAD,PHI,2,0,TRUE
2024-08-07,CLE,ARI,2,2,FALSE
2024-08-07,CHC,MIN,4,4,FALSE
2024-08-07,TEX,HOU,2,7,FALSE
2024-08-07,OAK,CHW,0,1,FALSE
2024-08-07,PIT,SDP,4,3,TRUE
2024-08-07,MIA,CIN,5,1,TRUE
2024-08-07,WSN,SFG,4,2,TRUE
2024-08-07,NYY,LAA,2,1,TRUE
2024-08-07,TOR,BAL,2,2,FALSE
2024-08-07,ATL,MIL,2,0,TRUE
2024-08-07,STL,TBR,5,0,TRUE
2024-08-07,KCR,BOS,8,2,TRUE
2024-08-07,COL,NYM,5,0,TRUE
2024-08-07,SEA,DET,5,2,TRUE
2024-08-07,LAD,PHI,1,9,FALSE
2024-08-08,ATL,MIL,0,0,FALSE
2024-08-08,PIT,SDP,0,4,FALSE
2024-08-08,COL,NYM,5,8,FALSE
2024-08-08,WSN,SFG,1,18,FALSE
2024-08-08,MIA,CIN,5,5,FALSE
2024-08-08,NYY,LAA,8,4,TRUE
2024-08-08,TOR,BAL,0,3,FALSE
2024-08-08,STL,TBR,0,3,FALSE
2024-08-08,SEA,DET,0,9,FALSE
2024-08-08,ARI,PHI,2,2,FALSE
2024-08-09,WSN,LAA,3,6,FALSE
2024-08-09,TBR,BAL,1,6,FALSE
2024-08-09,NYY,TEX,3,2,TRUE
2024-08-09,TOR,OAK,3,0,TRUE
2024-08-09,BOS,HOU,0,4,FALSE
2024-08-09,MIA,SDP,5,3,TRUE
2024-08-09,KCR,STL,3,2,TRUE
2024-08-09,MIN,CLE,8,7,TRUE
2024-08-09,CHW,CHC,2,5,FALSE
2024-08-09,MIL,CIN,5,9,FALSE
2024-08-09,COL,ATL,8,4,TRUE
2024-08-09,ARI,PHI,6,6,FALSE
2024-08-09,LAD,PIT,7,1,TRUE
2024-08-09,SEA,NYM,3,5,FALSE
2024-08-09,SFG,DET,1,4,FALSE
2024-08-10,NYY,TEX,0,6,FALSE
2024-08-10,TOR,OAK,5,3,TRUE
2024-08-10,SFG,DET,0,1,FALSE
2024-08-10,BOS,HOU,3,4,FALSE
2024-08-10,MIA,SDP,1,1,FALSE
2024-08-10,WSN,LAA,8,4,TRUE
2024-08-10,KCR,STL,0,3,FALSE
