date,team,opponent,runs_for,runs_against,win
2024-05-10,SEA,OAK,2,3,FALSE
2024-05-10,SFG,CIN,6,3,TRUE
2024-05-11,TOR,MIN,3,4,FALSE
2024-05-11,BAL,ARI,4,3,TRUE
2024-05-11,PIT,CHC,1,4,FALSE
2024-05-11,BOS,WSN,4,1,TRUE
2024-05-11,NYM,ATL,3,2,TRUE
2024-05-11,MIA,PHI,6,6,FALSE
2024-05-11,TBR,NYY,0,2,FALSE
2024-05-11,DET,HOU,9,0,TRUE
2024-05-11,CHW,CLE,3,8,FALSE
2024-05-11,SFG,CIN,4,0,TRUE
2024-05-11,MIL,STL,7,1,TRUE
2024-05-11,COL,TEX,5,1,TRUE
2024-05-11,SDP,LAD,4,8,FALSE
2024-05-11,LAA,KCR,0,4,FALSE
2024-05-11,SEA,OAK,1,5,FALSE
2024-05-12,BAL,ARI,1,19,FALSE
2024-05-12,BOS,WSN,7,6,TRUE
2024-05-12,PIT,CHC,5,0,TRUE
2024-05-12,TOR,MIN,5,6,FALSE
2024-05-12,DET,HOU,2,3,FALSE
2024-05-12,MIA,PHI,3,4,FALSE
2024-05-12,TBR,NYY,3,6,FALSE
2024-05-12,CHW,CLE,5,2,TRUE
2024-05-12,MIL,STL,2,2,FALSE
2024-05-12,COL,TEX,7,7,FALSE
2024-05-12,SFG,CIN,6,4,TRUE
2024-05-12,LAA,KCR,0,3,FALSE
2024-05-12,SDP,LAD,1,1,FALSE
2024-05-12,SEA,OAK,2,2,FALSE
2024-05-12,NYM,ATL,4,0,TRUE
2024-05-13,BAL,TOR,6,5,TRUE
2024-05-13,DET,MIA,6,3,TRUE
2024-05-13,BOS,TBR,2,0,TRUE
2024-05-13,NYM,PHI,3,5,FALSE
2024-05-13,ATL,CHC,5,5,FALSE
2024-05-13,CHW,WSN,6,1,TRUE
2024-05-13,MIL,PIT,3,4,FALSE
2024-05-13,TEX,CLE,3,8,FALSE
2024-05-13,HOU,OAK,3,4,FALSE
2024-05-13,LAA,STL,4,1,TRUE
2024-05-13,ARI,CIN,0,6,FALSE
2024-05-13,SDP,COL,8,8,FALSE
2024-05-13,SEA,KCR,1,0,TRUE
2024-05-13,SFG,LAD,2,4,FALSE
2024-05-14,NYM,PHI,4,3,TRUE
2024-05-14,BAL,TOR,4,10,FALSE
2024-05-14,DET,MIA,2,6,FALSE
2024-05-14,BOS,TBR,2,4,FALSE
2024-05-14,ATL,CHC,8,1,TRUE
2024-05-14,CHW,WSN,7,3,TRUE
2024-05-14,MIN,NYY,4,7,FALSE
2024-05-14,MIL,PIT,2,3,FALSE
2024-05-14,TEX,CLE,3,5,FALSE
2024-05-14,HOU,OAK,4,1,TRUE
2024-05-14,LAA,STL,5,6,FALSE
2024-05-14,ARI,CIN,6,0,TRUE
2024-05-14,SDP,COL,7,1,TRUE
2024-05-14,SEA,KCR,5,5,FALSE
2024-05-14,SFG,LAD,3,6,FALSE
2024-05-15,BAL,TOR,2,9,FALSE
2024-05-15,DET,MIA,5,4,TRUE
2024-05-15,MIL,PIT,3,3,FALSE
2024-05-15,CHW,WSN,1,2,FALSE
2024-05-15,ARI,CIN,7,4,TRUE
2024-05-15,SDP,COL,1,2,FALSE
2024-05-15,SEA,KCR,3,2,TRUE
2024-05-15,PHI,NYM,4,2,TRUE
2024-05-15,BOS,TBR,2,3,FALSE
2024-05-15,ATL,CHC,7,4,TRUE
2024-05-15,MIN,NYY,4,0,TRUE
2024-05-15,TEX,CLE,5,2,TRUE
2024-05-15,HOU,OAK,5,0,TRUE
2024-05-15,LAA,STL,3,0,TRUE
2024-05-15,SFG,LAD,3,5,FALSE
2024-05-16,MIN,NYY,1,6,FALSE
2024-05-16,PHI,NYM,1,13,FALSE
2024-05-16,BOS,TBR,3,2,TRUE
2024-05-16,CHC,PIT,6,2,TRUE
2024-05-16,HOU,OAK,3,5,FALSE
2024-05-16,LAD,CIN,4,1,TRUE
2024-05-17,CHC,PIT,14,2,TRUE
2024-05-17,PHI,WSN,1,7,FALSE
2024-05-17,BAL,SEA,6,4,TRUE
2024-05-17,NYY,CHW,2,1,TRUE
2024-05-17,TOR,TBR,4,1,TRUE
2024-05-17,CLE,MIN,5,3,TRUE
2024-05-17,MIA,NYM,0,10,FALSE
2024-05-17,ATL,SDP,2,3,FALSE
2024-05-17,KCR,OAK,1,0,TRUE
2024-05-17,TEX,LAA,2,0,TRUE
2024-05-17,HOU,MIL,1,6,FALSE
2024-05-17,STL,BOS,7,6,TRUE
2024-05-17,ARI,DET,1,4,FALSE
2024-05-17,LAD,CIN,2,2,FALSE
2024-05-17,SFG,COL,3,4,FALSE
2024-05-18,NYY,CHW,10,2,TRUE
2024-05-18,CHC,PIT,1,4,FALSE
2024-05-18,TOR,TBR,5,5,FALSE
2024-05-18,BAL,SEA,7,5,TRUE
2024-05-18,SFG,COL,5,3,TRUE
2024-05-18,MIA,NYM,3,2,TRUE
2024-05-18,PHI,WSN,2,3,FALSE
2024-05-18,CLE,MIN,1,4,FALSE
2024-05-18,KCR,OAK,1,4,FALSE
2024-05-18,HOU,MIL,5,1,TRUE
2024-05-18,STL,BOS,2,1,TRUE
2024-05-18,TEX,LAA,2,4,FALSE
2024-05-18,ATL,SDP,0,4,FALSE
2024-05-18,ARI,DET,11,2,TRUE
2024-05-18,LAD,CIN,10,5,TRUE
2024-05-19,BAL,SEA,1,0,TRUE
2024-05-19,PHI,WSN,0,1,FALSE
2024-05-19,NYY,CHW,4,4,FALSE
2024-05-19,TOR,TBR,11,1,TRUE
2024-05-19,CLE,MIN,15,8,TRUE
2024-05-19,MIA,NYM,6,4,TRUE
2024-05-19,KCR,OAK,8,4,TRUE
2024-05-19,HOU,MIL,4,6,FALSE
2024-05-19,STL,BOS,2,4,FALSE
2024-05-19,CHC,PIT,2,1,TRUE
2024-05-19,TEX,LAA,2,2,FALSE
2024-05-19,SFG,COL,1,4,FALSE
2024-05-19,ARI,DET,0,1,FALSE
2024-05-19,LAD,CIN,5,4,TRUE
2024-05-19,ATL,SDP,10,3,TRUE
2024-05-20,ATL,SDP,2,6,FALSE
2024-05-20,TOR,CHW,2,7,FALSE
2024-05-20,CLE,NYM,3,4,FALSE
2024-05-20,MIA,MIL,4,3,TRUE
2024-05-20,WSN,MIN,4,4,FALSE
2024-05-20,TBR,BOS,2,5,FALSE
2024-05-20,NYY,SEA,1,0,TRUE
2024-05-20,KCR,DET,8,4,TRUE
2024-05-20,STL,BAL,3,1,TRUE
2024-05-20,HOU,LAA,4,3,TRUE
2024-05-20,LAD,ARI,4,10,FALSE
2024-05-21,CLE,NYM,2,6,FALSE
2024-05-21,CIN,SDP,3,1,TRUE
2024-05-21,PIT,SFG,0,2,FALSE
2024-05-21,PHI,TEX,2,3,FALSE
2024-05-21,MIA,MIL,2,5,FALSE
2024-05-21,WSN,MIN,7,6,TRUE
2024-05-21,TBR,BOS,1,2,FALSE
2024-05-21,NYY,SEA,1,6,FALSE
2024-05-21,TOR,CHW,9,3,TRUE
2024-05-21,KCR,DET,2,0,TRUE
2024-05-21,CHC,ATL,5,0,TRUE
2024-05-21,STL,BAL,3,2,TRUE
2024-05-21,HOU,LAA,3,2,TRUE
2024-05-21,OAK,COL,2,3,FALSE
2024-05-21,LAD,ARI,3,0,TRUE
2024-05-22,WSN,MIN,1,1,FALSE
2024-05-22,CLE,NYM,4,1,TRUE
2024-05-22,STL,BAL,7,1,TRUE
2024-05-22,HOU,LAA,3,0,TRUE
2024-05-22,KCR,DET,5,2,TRUE
2024-05-22,CIN,SDP,8,6,TRUE
2024-05-22,PIT,SFG,7,5,TRUE
2024-05-22,PHI,TEX,5,1,TRUE
2024-05-22,MIA,MIL,3,2,TRUE
2024-05-22,TBR,BOS,3,7,FALSE
2024-05-22,NYY,SEA,2,4,FALSE
2024-05-22,TOR,CHW,3,2,TRUE
2024-05-22,CHC,ATL,3,0,TRUE
2024-05-22,OAK,COL,0,3,FALSE
2024-05-22,LAD,ARI,2,2,FALSE
2024-05-23,PIT,SFG,4,3,TRUE
2024-05-23,NYY,SEA,2,2,FALSE
2024-05-23,PHI,TEX,8,2,TRUE
2024-05-23,CIN,SDP,3,3,FALSE
2024-05-23,CHC,ATL,3,2,TRUE
2024-05-23,OAK,COL,5,4,TRUE
2024-05-23,DET,TOR,4,3,TRUE
2024-05-23,CHW,BAL,3,8,FALSE
2024-05-24,DET,TOR,2,8,FALSE
2024-05-24,PIT,ATL,3,2,TRUE
2024-05-24,WSN,SEA,5,7,FALSE
2024-05-24,TBR,KCR,0,1,FALSE
2024-05-24,CIN,LAD,10,5,TRUE
2024-05-24,NYM,SFG,0,4,FALSE
2024-05-24,BOS,MIL,5,8,FALSE
2024-05-24,CHW,BAL,4,6,FALSE
2024-05-24,MIN,TEX,5,1,TRUE
2024-05-24,STL,CHC,6,1,TRUE
2024-05-24,COL,PHI,0,5,FALSE
2024-05-24,LAA,CLE,6,0,TRUE
2024-05-24,OAK,HOU,3,7,FALSE
2024-05-24,ARI,MIA,4,5,FALSE
2024-05-24,SDP,NYY,2,6,FALSE
2024-05-25,DET,TOR,4,2,TRUE
2024-05-25,NYM,SFG,4,3,TRUE
2024-05-25,MIN,TEX,6,5,TRUE
2024-05-25,CHW,BAL,3,6,FALSE
2024-05-25,WSN,SEA,6,0,TRUE
2024-05-25,PIT,ATL,2,5,FALSE
2024-05-25,OAK,HOU,1,2,FALSE
2024-05-25,TBR,KCR,1,5,FALSE
2024-05-25,BOS,MIL,4,3,TRUE
2024-05-25,CIN,LAD,0,3,FALSE
2024-05-25,STL,CHC,1,1,FALSE
2024-05-25,COL,PHI,6,3,TRUE
2024-05-25,LAA,CLE,4,7,FALSE
2024-05-25,SDP,NYY,3,2,TRUE
2024-05-25,ARI,MIA,2,1,TRUE
2024-05-26,WSN,SEA,1,1,FALSE
2024-05-26,PIT,ATL,6,8,FALSE
2024-05-26,BOS,MIL,1,3,FALSE
2024-05-26,CIN,LAD,5,4,TRUE
2024-05-26,NYM,SFG,1,1,FALSE
2024-05-26,TBR,KCR,4,2,TRUE
2024-05-26,DET,TOR,0,1,FALSE
2024-05-26,MIN,TEX,3,2,TRUE
2024-05-26,CHW,BAL,1,3,FALSE
2024-05-26,COL,PHI,0,9,FALSE
2024-05-26,LAA,CLE,7,3,TRUE
2024-05-26,OAK,HOU,3,6,FALSE
2024-05-26,ARI,MIA,0,2,FALSE
2024-05-26,SDP,NYY,2,9,FALSE
2024-05-26,STL,CHC,4,6,FALSE
2024-05-27,BAL,BOS,6,0,TRUE
2024-05-27,MIN,KCR,1,2,FALSE
2024-05-27,CHW,TOR,5,0,TRUE
2024-05-27,COL,CLE,5,1,TRUE
2024-05-27,NYM,LAD,14,3,TRUE
2024-05-27,CIN,STL,4,5,FALSE
2024-05-27,ATL,WSN,3,5,FALSE
2024-05-27,MIL,CHC,1,4,FALSE
2024-05-27,SFG,PHI,4,0,TRUE
2024-05-27,SDP,MIA,6,7,FALSE
2024-05-27,SEA,HOU,5,5,FALSE
2024-05-28,BAL,BOS,3,1,TRUE
2024-05-28,DET,PIT,6,0,TRUE
2024-05-28,CIN,STL,2,2,FALSE
2024-05-28,TBR,OAK,2,0,TRUE
2024-05-28,NYM,LAD,3,6,FALSE
2024-05-28,ATL,WSN,3,0,TRUE
2024-05-28,MIN,KCR,9,1,TRUE
2024-05-28,CHW,TOR,4,3,TRUE
2024-05-28,MIL,CHC,8,4,TRUE
2024-05-28,TEX,ARI,3,4,FALSE
2024-05-28,COL,CLE,2,0,TRUE
2024-05-28,LAA,NYY,6,2,TRUE
2024-05-28,SEA,HOU,1,2,FALSE
2024-05-28,SDP,MIA,10,3,TRUE
2024-05-28,SFG,PHI,4,3,TRUE
2024-05-29,DET,PIT,8,1,TRUE
2024-05-29,CIN,STL,8,4,TRUE
2024-05-29,TEX,ARI,4,6,FALSE
2024-05-29,SFG,PHI,5,2,TRUE
2024-05-29,NYM,LAD,2,2,FALSE
2024-05-29,SDP,MIA,1,5,FALSE
2024-05-29,BAL,BOS,1,3,FALSE
2024-05-29,TBR,OAK,3,1,TRUE
2024-05-29,ATL,WSN,3,3,FALSE
2024-05-29,MIN,KCR,1,1,FALSE
2024-05-29,CHW,TOR,1,4,FALSE
2024-05-29,MIL,CHC,3,5,FALSE
2024-05-29,COL,CLE,0,7,FALSE
2024-05-29,LAA,NYY,2,4,FALSE
2024-05-29,SEA,HOU,0,5,FALSE
2024-05-30,TBR,OAK,1,5,FALSE
2024-05-30,MIN,KCR,3,8,FALSE
2024-05-30,MIL,CHC,2,4,FALSE
2024-05-30,SEA,HOU,2,2,FALSE
2024-05-30,BOS,DET,6,4,TRUE
2024-05-30,NYM,ARI,7,0,TRUE
2024-05-30,ATL,WSN,3,4,FALSE
2024-05-30,LAA,NYY,2,5,FALSE
2024-05-31,CHC,CIN,1,3,FALSE
2024-05-31,PHI,STL,2,5,FALSE
2024-05-31,BAL,TBR,3,2,TRUE
2024-05-31,TOR,PIT,4,6,FALSE
2024-05-31,BOS,DET,0,2,FALSE
2024-05-31,CLE,WSN,3,4,FALSE
2024-05-31,NYM,ARI,12,7,TRUE
2024-05-31,MIA,TEX,0,1,FALSE
2024-05-31,ATL,OAK,1,3,FALSE
2024-05-31,KCR,SDP,0,2,FALSE
2024-05-31,HOU,MIN,0,1,FALSE
2024-05-31,MIL,CHW,4,1,TRUE
2024-05-31,LAD,COL,2,10,FALSE
2024-05-31,SEA,LAA,3,0,TRUE
2024-05-31,SFG,NYY,2,11,FALSE
2024-06-01,TOR,PIT,3,4,FALSE
2024-06-01,BAL,TBR,0,2,FALSE
2024-06-01,BOS,DET,5,5,FALSE
2024-06-01,CLE,WSN,0,3,FALSE
2024-06-01,NYM,ARI,0,0,FALSE
2024-06-01,KCR,SDP,2,4,FALSE
2024-06-01,HOU,MIN,3,3,FALSE
2024-06-01,ATL,OAK,4,4,FALSE
2024-06-01,MIA,TEX,2,9,FALSE
2024-06-01,MIL,CHW,6,0,TRUE
2024-06-01,CHC,CIN,0,3,FALSE
2024-06-01,SEA,LAA,0,3,FALSE
2024-06-01,PHI,STL,2,5,FALSE
2024-06-01,SFG,NYY,1,3,FALSE
2024-06-01,LAD,COL,3,7,FALSE
2024-06-02,BOS,DET,3,2,TRUE
2024-06-02,BAL,TBR,3,11,FALSE
2024-06-02,PHI,STL,6,0,TRUE
2024-06-02,ATL,OAK,3,2,TRUE
2024-06-02,TOR,PIT,1,0,TRUE
2024-06-02,CLE,WSN,3,7,FALSE
2024-06-02,NYM,ARI,7,0,TRUE
2024-06-02,MIA,TEX,1,1,FALSE
2024-06-02,KCR,SDP,2,8,FALSE
2024-06-02,HOU,MIN,6,0,TRUE
2024-06-02,MIL,CHW,2,2,FALSE
2024-06-02,CHC,CIN,6,4,TRUE
2024-06-02,SFG,NYY,6,1,TRUE
2024-06-02,LAD,COL,7,14,FALSE
2024-06-02,SEA,LAA,5,5,FALSE
2024-06-03,PHI,MIL,1,3,FALSE
2024-06-03,WSN,NYM,3,0,TRUE
2024-06-03,TOR,BAL,5,6,FALSE
2024-06-03,TEX,DET,4,1,TRUE
2024-06-03,HOU,STL,5,1,TRUE
2024-06-03,COL,CIN,3,10,FALSE
2024-06-03,LAA,SDP,3,4,FALSE
2024-06-03,ARI,SFG,0,6,FALSE
2024-06-04,CLE,KCR,7,2,TRUE
2024-06-04,PIT,LAD,3,3,FALSE
2024-06-04,MIA,TBR,0,11,FALSE
2024-06-04,PHI,MIL,2,0,TRUE
2024-06-04,WSN,NYM,1,2,FALSE
2024-06-04,NYY,MIN,5,6,FALSE
2024-06-04,TOR,BAL,1,1,FALSE
2024-06-04,BOS,ATL,0,7,FALSE
2024-06-04,TEX,DET,11,3,TRUE
2024-06-04,CHC,CHW,11,6,TRUE
2024-06-04,HOU,STL,2,2,FALSE
2024-06-04,COL,CIN,4,5,FALSE
2024-06-04,LAA,SDP,2,8,FALSE
2024-06-04,OAK,SEA,7,0,TRUE
2024-06-04,ARI,SFG,3,2,TRUE
2024-06-05,BOS,ATL,1,3,FALSE
2024-06-05,HOU,STL,5,2,TRUE
2024-06-05,COL,CIN,1,0,TRUE
2024-06-05,ARI,SFG,2,6,FALSE
2024-06-05,WSN,NYM,6,6,FALSE
2024-06-05,PHI,MIL,5,1,TRUE
2024-06-05,CLE,KCR,0,7,FALSE
2024-06-05,PIT,LAD,2,2,FALSE
2024-06-05,MIA,TBR,7,8,FALSE
2024-06-05,NYY,MIN,4,0,TRUE
2024-06-05,TOR,BAL,5,4,TRUE
2024-06-05,TEX,DET,2,5,FALSE
2024-06-05,CHC,CHW,7,2,TRUE
2024-06-05,LAA,SDP,3,1,TRUE
2024-06-05,OAK,SEA,1,3,FALSE
2024-06-06,TOR,BAL,3,5,FALSE
2024-06-06,CLE,KCR,1,4,FALSE
2024-06-06,OAK,SEA,6,1,TRUE
2024-06-06,PIT,LAD,0,13,FALSE
2024-06-06,WSN,ATL,10,0,TRUE
2024-06-06,NYY,MIN,3,0,TRUE
2024-06-06,CIN,CHC,5,7,FALSE
2024-06-06,STL,COL,8,5,TRUE
2024-06-06,CHW,BOS,0,16,FALSE
2024-06-06,SDP,ARI,12,3,TRUE
2024-06-07,PIT,MIN,1,6,FALSE
2024-06-07,DET,MIL,2,1,TRUE
2024-06-07,WSN,ATL,9,4,TRUE
2024-06-07,TBR,BAL,4,5,FALSE
2024-06-07,NYY,LAD,0,3,FALSE
2024-06-07,CIN,CHC,1,5,FALSE
2024-06-07,MIA,CLE,4,4,FALSE
2024-06-07,TEX,SFG,6,7,FALSE
2024-06-07,KCR,SEA,3,4,FALSE
2024-06-07,CHW,BOS,2,6,FALSE
2024-06-07,STL,COL,4,3,TRUE
2024-06-07,LAA,HOU,2,3,FALSE
2024-06-07,SDP,ARI,1,5,FALSE
2024-06-07,OAK,TOR,0,5,FALSE
2024-06-08,NYM,PHI,7,3,TRUE
2024-06-08,TEX,SFG,4,1,TRUE
2024-06-08,PIT,MIN,8,0,TRUE
2024-06-08,WSN,ATL,1,0,TRUE
2024-06-08,OAK,TOR,2,2,FALSE
2024-06-08,CIN,CHC,4,3,TRUE
2024-06-08,KCR,SEA,2,1,TRUE
2024-06-08,TBR,BAL,2,3,FALSE
2024-06-08,CHW,BOS,1,4,FALSE
2024-06-08,DET,MIL,9,5,TRUE
2024-06-08,STL,COL,3,5,FALSE
2024-06-08,MIA,CLE,0,4,FALSE
2024-06-08,NYY,LAD,0,4,FALSE
2024-06-08,SDP,ARI,3,9,FALSE
2024-06-08,LAA,HOU,10,4,TRUE
2024-06-09,PHI,NYM,10,8,TRUE
2024-06-09,PIT,MIN,6,3,TRUE
2024-06-09,WSN,ATL,0,2,FALSE
2024-06-09,CIN,CHC,5,4,TRUE
2024-06-09,TBR,BAL,6,4,TRUE
2024-06-09,MIA,CLE,5,4,TRUE
2024-06-09,DET,MIL,5,0,TRUE
2024-06-09,KCR,SEA,2,3,FALSE
2024-06-09,CHW,BOS,6,3,TRUE
2024-06-09,STL,COL,5,4,TRUE
2024-06-09,TEX,SFG,7,4,TRUE
2024-06-09,LAA,HOU,9,6,TRUE
2024-06-09,OAK,TOR,2,3,FALSE
2024-06-09,SDP,ARI,10,1,TRUE
2024-06-09,NYY,LAD,9,2,TRUE
2024-06-10,TBR,BAL,4,2,TRUE
2024-06-10,MIN,COL,1,6,FALSE
2024-06-10,KCR,NYY,5,2,TRUE
2024-06-10,MIL,TOR,2,3,FALSE
2024-06-10,SDP,OAK,0,1,FALSE
2024-06-10,SEA,CHW,4,3,TRUE
2024-06-10,SFG,HOU,7,3,TRUE
2024-06-11,BAL,ATL,3,4,FALSE
2024-06-11,DET,WSN,3,3,FALSE
2024-06-11,TBR,CHC,3,1,TRUE
2024-06-11,CIN,CLE,5,5,FALSE
2024-06-11,BOS,PHI,6,12,FALSE
2024-06-11,NYM,MIA,5,6,FALSE
2024-06-11,MIN,COL,3,5,FALSE
2024-06-11,STL,PIT,1,1,FALSE
2024-06-11,KCR,NYY,1,6,FALSE
2024-06-11,MIL,TOR,16,2,TRUE
2024-06-11,ARI,LAA,3,4,FALSE
2024-06-11,SDP,OAK,6,4,TRUE
2024-06-11,SEA,CHW,3,0,TRUE
2024-06-11,SFG,HOU,2,1,TRUE
2024-06-11,LAD,TEX,1,0,TRUE
2024-06-12,MIN,COL,0,1,FALSE
2024-06-12,MIL,TOR,6,3,TRUE
2024-06-12,SFG,HOU,4,3,TRUE
2024-06-12,SDP,OAK,2,4,FALSE
2024-06-12,BAL,ATL,4,0,TRUE
2024-06-12,DET,WSN,5,3,TRUE
2024-06-12,TBR,CHC,1,6,FALSE
2024-06-12,CIN,CLE,1,7,FALSE
2024-06-12,BOS,PHI,5,3,TRUE
2024-06-12,NYM,MIA,2,11,FALSE
2024-06-12,STL,PIT,4,4,FALSE
2024-06-12,KCR,NYY,1,5,FALSE
2024-06-12,ARI,LAA,8,2,TRUE
2024-06-12,SEA,CHW,1,1,FALSE
2024-06-12,LAD,TEX,9,1,TRUE
2024-06-13,BAL,ATL,1,2,FALSE
2024-06-13,DET,WSN,0,3,FALSE
2024-06-13,KCR,NYY,6,0,TRUE
2024-06-13,STL,PIT,1,0,TRUE
2024-06-13,TBR,CHC,0,5,FALSE
2024-06-13,BOS,PHI,1,7,FALSE
2024-06-13,NYM,MIA,3,1,TRUE
2024-06-13,MIN,OAK,2,0,TRUE
2024-06-13,ARI,LAA,2,4,FALSE
2024-06-13,SEA,CHW,4,2,TRUE
2024-06-13,LAD,TEX,6,10,FALSE
2024-06-14,CHC,STL,2,1,TRUE
2024-06-14,WSN,MIA,1,1,FALSE
2024-06-14,BAL,PHI,3,5,FALSE
2024-06-14,TOR,CLE,1,5,FALSE
2024-06-14,NYM,SDP,4,2,TRUE
2024-06-14,BOS,NYY,5,5,FALSE
2024-06-14,ATL,TBR,5,0,TRUE
2024-06-14,HOU,DET,4,5,FALSE
2024-06-14,MIN,OAK,6,3,TRUE
2024-06-14,MIL,CIN,2,2,FALSE
2024-06-14,COL,PIT,4,8,FALSE
2024-06-14,ARI,CHW,3,0,TRUE
2024-06-14,LAD,KCR,2,2,FALSE
2024-06-14,SEA,TEX,2,2,FALSE
2024-06-14,SFG,LAA,4,7,FALSE
2024-06-15,MIN,OAK,5,4,TRUE
2024-06-15,CHC,STL,3,2,TRUE
2024-06-15,TOR,CLE,2,2,FALSE
2024-06-15,SFG,LAA,6,2,TRUE
2024-06-15,BAL,PHI,9,1,TRUE
2024-06-15,WSN,MIA,2,2,FALSE
2024-06-15,HOU,DET,7,0,TRUE
2024-06-15,NYM,SDP,4,5,FALSE
2024-06-15,ATL,TBR,4,1,TRUE
2024-06-15,MIL,CIN,2,1,TRUE
2024-06-15,SEA,TEX,1,4,FALSE
2024-06-15,BOS,NYY,0,8,FALSE
2024-06-15,LAD,KCR,1,9,FALSE
2024-06-15,COL,PIT,0,5,FALSE
2024-06-15,ARI,CHW,2,0,TRUE
2024-06-16,BAL,PHI,8,2,TRUE
2024-06-16,ATL,TBR,2,4,FALSE
2024-06-16,WSN,MIA,0,4,FALSE
2024-06-16,TOR,CLE,3,0,TRUE
2024-06-16,NYM,SDP,4,3,TRUE
2024-06-16,HOU,DET,4,2,TRUE
2024-06-16,MIN,OAK,6,0,TRUE
2024-06-16,MIL,CIN,2,6,FALSE
2024-06-16,CHC,STL,2,5,FALSE
2024-06-16,COL,PIT,6,3,TRUE
2024-06-16,SFG,LAA,6,5,TRUE
2024-06-16,LAD,KCR,2,8,FALSE
2024-06-16,SEA,TEX,0,7,FALSE
2024-06-16,ARI,CHW,2,1,TRUE
2024-06-16,BOS,NYY,2,7,FALSE
2024-06-17,PIT,CIN,2,4,FALSE
2024-06-17,PHI,SDP,6,3,TRUE
2024-06-17,MIA,STL,6,13,FALSE
2024-06-17,TOR,BOS,7,4,TRUE
2024-06-17,ATL,DET,2,1,TRUE
2024-06-17,CHC,SFG,0,3,FALSE
2024-06-17,TEX,NYM,4,2,TRUE
2024-06-17,COL,LAD,3,3,FALSE
2024-06-17,LAA,MIL,3,5,FALSE
2024-06-18,PIT,CIN,1,1,FALSE
2024-06-18,CLE,SEA,7,4,TRUE
2024-06-18,PHI,SDP,10,3,TRUE
2024-06-18,MIA,STL,0,3,FALSE
2024-06-18,WSN,ARI,12,0,TRUE
2024-06-18,NYY,BAL,0,7,FALSE
2024-06-18,TOR,BOS,3,6,FALSE
2024-06-18,ATL,DET,5,11,FALSE
2024-06-18,MIN,TBR,2,0,TRUE
2024-06-18,CHC,SFG,4,1,TRUE
2024-06-18,TEX,NYM,1,0,TRUE
2024-06-18,CHW,HOU,0,2,FALSE
2024-06-18,COL,LAD,6,9,FALSE
2024-06-18,LAA,MIL,5,5,FALSE
2024-06-18,OAK,KCR,2,4,FALSE
2024-06-19,ATL,DET,3,3,FALSE
2024-06-19,PIT,CIN,7,1,TRUE
2024-06-19,MIA,STL,0,2,FALSE
2024-06-19,PHI,SDP,5,5,FALSE
2024-06-19,CHC,SFG,7,2,TRUE
2024-06-19,WSN,ARI,0,2,FALSE
2024-06-19,CLE,SEA,3,4,FALSE
2024-06-19,NYY,BAL,2,3,FALSE
2024-06-19,TOR,BOS,1,2,FALSE
2024-06-19,MIN,TBR,6,3,TRUE
2024-06-19,TEX,NYM,0,4,FALSE
2024-06-19,CHW,HOU,6,6,FALSE
2024-06-19,COL,LAD,9,1,TRUE
2024-06-19,LAA,MIL,0,5,FALSE
2024-06-19,OAK,KCR,3,6,FALSE
2024-06-20,WSN,ARI,7,7,FALSE
2024-06-20,CLE,SEA,3,3,FALSE
2024-06-20,MIN,TBR,1,0,TRUE
2024-06-20,CHW,HOU,1,11,FALSE
2024-06-20,COL,LAD,2,3,FALSE
2024-06-20,OAK,KCR,4,2,TRUE
2024-06-20,NYY,BAL,3,2,TRUE
2024-06-20,STL,SFG,0,6,FALSE
2024-06-20,SDP,MIL,3,3,FALSE
2024-06-21,CHC,NYM,4,6,FALSE
2024-06-21,PIT,TBR,3,1,TRUE
2024-06-21,PHI,ARI,2,6,FALSE
2024-06-21,DET,CHW,5,1,TRUE
2024-06-21,NYY,ATL,2,2,FALSE
2024-06-21,CIN,BOS,2,8,FALSE
2024-06-21,CLE,TOR,13,1,TRUE
2024-06-21,MIA,SEA,3,0,TRUE
2024-06-21,TEX,KCR,6,5,TRUE
2024-06-21,HOU,BAL,1,4,FALSE
2024-06-21,COL,WSN,3,7,FALSE
2024-06-21,OAK,MIN,11,0,TRUE
2024-06-21,SDP,MIL,1,0,TRUE
2024-06-21,LAD,LAA,6,0,TRUE
2024-06-22,DET,CHW,4,1,TRUE
2024-06-22,STL,SFG,4,4,FALSE
2024-06-22,CHC,NYM,3,0,TRUE
2024-06-22,PIT,TBR,5,2,TRUE
2024-06-22,TEX,KCR,0,3,FALSE
2024-06-22,PHI,ARI,4,9,FALSE
2024-06-22,OAK,MIN,1,4,FALSE
2024-06-22,CIN,BOS,2,4,FALSE
2024-06-22,HOU,BAL,6,3,TRUE
2024-06-22,CLE,TOR,3,7,FALSE
2024-06-22,MIA,SEA,5,3,TRUE
2024-06-22,NYY,ATL,8,4,TRUE
2024-06-22,SDP,MIL,4,2,TRUE
2024-06-22,COL,WSN,1,5,FALSE
2024-06-22,LAD,LAA,6,2,TRUE
2024-06-23,PIT,TBR,0,0,FALSE
2024-06-23,PHI,ARI,8,3,TRUE
2024-06-23,NYY,ATL,0,5,FALSE
2024-06-23,CIN,BOS,4,5,FALSE
2024-06-23,CLE,TOR,1,3,FALSE
2024-06-23,DET,CHW,2,3,FALSE
2024-06-23,MIA,SEA,1,4,FALSE
2024-06-23,HOU,BAL,1,1,FALSE
2024-06-23,STL,SFG,3,4,FALSE
2024-06-23,CHC,NYM,5,6,FALSE
